,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.3574832439422607,0.010599423909246638,0.0057465553283691405,0.00029948191904966237,"{1: 1, 0: 2}",5,50,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 5, 'n_estimators': 50}",0.6840731070496083,0.6544502617801047,0.7172774869109948,0.6570680628272252,0.6596858638743456,0.6745109564884557,0.0238616019169364,75
1,0.71943678855896,0.01134998236183206,0.010861587524414063,0.00046864611167810814,"{1: 1, 0: 2}",5,100,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 5, 'n_estimators': 100}",0.6945169712793734,0.6780104712041884,0.7041884816753927,0.6570680628272252,0.6675392670157068,0.6802646508003773,0.017208002408690953,74
2,1.0156516551971435,0.019549851518493276,0.015180826187133789,0.0005126376027313792,"{1: 1, 0: 2}",5,150,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 5, 'n_estimators': 150}",0.6788511749347258,0.6884816753926701,0.6910994764397905,0.693717277486911,0.6701570680628273,0.684461334463385,0.00874055465673081,72
3,1.3123738765716553,0.007023916264764829,0.019721508026123047,0.0004691069822315004,"{1: 1, 0: 2}",5,200,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 5, 'n_estimators': 200}",0.7075718015665796,0.7041884816753927,0.7120418848167539,0.6649214659685864,0.6465968586387435,0.6870640985332112,0.026327148994525693,71
4,1.6395658493041991,0.008312257606748781,0.02420330047607422,0.00025013347503328564,"{1: 1, 0: 2}",5,250,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 5, 'n_estimators': 250}",0.6866840731070496,0.680628272251309,0.7068062827225131,0.6727748691099477,0.6675392670157068,0.6828865528413053,0.013634220176287747,73
5,0.5071897506713867,0.005042971066123686,0.006081247329711914,0.00017022943629671993,"{1: 1, 0: 2}",10,50,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 10, 'n_estimators': 50}",0.7519582245430809,0.7827225130890052,0.7801047120418848,0.743455497382199,0.7303664921465969,0.7577214878405534,0.020547941337910353,42
6,1.0129486560821532,0.007099982479959978,0.011503076553344727,0.00011312147308164069,"{1: 1, 0: 2}",10,100,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 10, 'n_estimators': 100}",0.7597911227154047,0.7696335078534031,0.7670157068062827,0.7460732984293194,0.7486910994764397,0.75824094705617,0.009470387074115981,40
7,1.5162092685699462,0.007852834105748238,0.01663355827331543,0.00016979309500447543,"{1: 1, 0: 2}",10,150,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 10, 'n_estimators': 150}",0.7545691906005222,0.7827225130890052,0.7984293193717278,0.7617801047120419,0.7591623036649214,0.7713326862876437,0.016639353921667877,11
8,2.022376298904419,0.008265125399358655,0.021901512145996095,0.00019588732787309993,"{1: 1, 0: 2}",10,200,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 10, 'n_estimators': 200}",0.7441253263707572,0.7722513089005235,0.7801047120418848,0.7774869109947644,0.7591623036649214,0.7666261123945702,0.013366123169111956,21
9,2.521536350250244,0.012289784717167854,0.027103996276855467,0.0001019767964390055,"{1: 1, 0: 2}",10,250,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 10, 'n_estimators': 250}",0.7545691906005222,0.7827225130890052,0.7643979057591623,0.7591623036649214,0.7774869109947644,0.7676677648216751,0.010748661045599746,18
10,0.5820631980895996,0.005098516847569937,0.006374216079711914,0.00013578934210122738,"{1: 1, 0: 2}",15,50,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 15, 'n_estimators': 50}",0.7362924281984334,0.7696335078534031,0.7617801047120419,0.7329842931937173,0.743455497382199,0.7488291662679589,0.014405926258611576,58
11,1.169567584991455,0.01190436422843242,0.011860942840576172,0.00015627995777532682,"{1: 1, 0: 2}",15,100,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 15, 'n_estimators': 100}",0.7441253263707572,0.7853403141361257,0.7513089005235603,0.7539267015706806,0.7382198952879581,0.7545842275778163,0.016335709068764297,51
12,1.7596313953399658,0.008837712817009218,0.01747903823852539,0.00019151442482227287,"{1: 1, 0: 2}",15,150,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 15, 'n_estimators': 150}",0.7467362924281984,0.7774869109947644,0.7696335078534031,0.7460732984293194,0.7356020942408377,0.7551064207893046,0.015773380759150357,49
13,2.3410878658294676,0.01428111834943963,0.0232241153717041,0.0005608306406228913,"{1: 1, 0: 2}",15,200,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 15, 'n_estimators': 200}",0.7493472584856397,0.774869109947644,0.7670157068062827,0.7539267015706806,0.7408376963350786,0.7571992946290651,0.012236425598048979,44
14,2.917214822769165,0.014422778579109348,0.029057788848876952,0.00033536491256904805,"{1: 1, 0: 2}",15,250,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 15, 'n_estimators': 250}",0.7650130548302873,0.7801047120418848,0.7774869109947644,0.7539267015706806,0.7460732984293194,0.7645209355733873,0.013143560395221418,26
15,0.6314079284667968,0.003589755105772884,0.006710624694824219,4.6047411603681295e-05,"{1: 1, 0: 2}",20,50,"{'class_weight': {1: 1, 0: 2}, 'max_depth': 20, 'n_estimators': 50}",0.7467362924281984,0.7486910994764397,0.7382198952879581,0.7408376963350786,0.7172774869109948,0.738352494087734,0.01120289762649348,69
