,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_kernel,param_degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
25,0.4280576705932617,0.002638094732238603,0.0902937412261963,0.00022835027043008373,3,"{1: 1, 0: 2}",poly,2,"{'C': 3, 'class_weight': {1: 1, 0: 2}, 'degree': 2, 'kernel': 'poly'}",0.825065274151436,0.7853403141361257,0.7696335078534031,0.7879581151832461,0.7905759162303665,0.7917146255109155,0.018198249343926626,18
26,0.43663592338562013,0.0008801369589601908,0.0949833869934082,0.00043526387961398074,3,"{1: 1, 0: 2}",poly,3,"{'C': 3, 'class_weight': {1: 1, 0: 2}, 'degree': 3, 'kernel': 'poly'}",0.45691906005221933,0.4607329842931937,0.45549738219895286,0.4397905759162304,0.45549738219895286,0.4536874769319098,0.0072077413304350345,34
27,0.4449011325836182,0.005778330175109191,0.09594779014587403,0.00039675371498076027,3,"{1: 1, 0: 2}",poly,4,"{'C': 3, 'class_weight': {1: 1, 0: 2}, 'degree': 4, 'kernel': 'poly'}",0.40992167101827676,0.4109947643979058,0.4109947643979058,0.4109947643979058,0.4109947643979058,0.41078014572198,0.00042923735185160786,38
28,0.27151856422424314,0.005210415275531382,0.048621416091918945,0.0005757046188981843,3,"{1: 1, 0: 1}",poly,1,"{'C': 3, 'class_weight': {1: 1, 0: 1}, 'degree': 1, 'kernel': 'poly'}",0.814621409921671,0.7827225130890052,0.7879581151832461,0.8115183246073299,0.7931937172774869,0.7980028160157479,0.012777775541313418,13
29,0.4289393424987793,0.0049310505631923645,0.09186830520629882,0.0007411649401146876,3,"{1: 1, 0: 1}",poly,2,"{'C': 3, 'class_weight': {1: 1, 0: 1}, 'degree': 2, 'kernel': 'poly'}",0.8407310704960835,0.8010471204188482,0.7879581151832461,0.8115183246073299,0.7958115183246073,0.8074132298060231,0.018333351328051542,5
30,0.4291499614715576,0.005485886851721898,0.0955937385559082,0.0004454024430589252,3,"{1: 1, 0: 1}",poly,3,"{'C': 3, 'class_weight': {1: 1, 0: 1}, 'degree': 3, 'kernel': 'poly'}",0.8093994778067886,0.7643979057591623,0.7774869109947644,0.8167539267015707,0.7879581151832461,0.7911992672891064,0.01949941046570416,19
31,0.42864031791687013,0.0012833001013954814,0.09536662101745605,0.00022976895116481535,3,"{1: 1, 0: 1}",poly,4,"{'C': 3, 'class_weight': {1: 1, 0: 1}, 'degree': 4, 'kernel': 'poly'}",0.618798955613577,0.6020942408376964,0.599476439790576,0.6570680628272252,0.612565445026178,0.6180006288190506,0.020748984101841086,29
32,0.309296178817749,0.004596097006498025,0.049159908294677736,0.000559821579493372,4,"{1: 1, 0: 2}",poly,1,"{'C': 4, 'class_weight': {1: 1, 0: 2}, 'degree': 1, 'kernel': 'poly'}",0.7545691906005222,0.7591623036649214,0.7146596858638743,0.7905759162303665,0.7408376963350786,0.7519609585389526,0.024758388917119286,25
33,0.42923679351806643,0.004462868925090498,0.0898444652557373,0.0003385855432058705,4,"{1: 1, 0: 2}",poly,2,"{'C': 4, 'class_weight': {1: 1, 0: 2}, 'degree': 2, 'kernel': 'poly'}",0.8198433420365535,0.7879581151832461,0.7801047120418848,0.7827225130890052,0.7958115183246073,0.7932880401350594,0.014320548890442517,17
34,0.4379624843597412,0.000732870036217548,0.09486675262451172,0.00025060789163218786,4,"{1: 1, 0: 2}",poly,3,"{'C': 4, 'class_weight': {1: 1, 0: 2}, 'degree': 3, 'kernel': 'poly'}",0.4908616187989556,0.4895287958115183,0.4973821989528796,0.45287958115183247,0.49214659685863876,0.484559758314765,0.016062462496702783,33
35,0.4471577167510986,0.004733590902379708,0.09598479270935059,0.0009029811341365975,4,"{1: 1, 0: 2}",poly,4,"{'C': 4, 'class_weight': {1: 1, 0: 2}, 'degree': 4, 'kernel': 'poly'}",0.40992167101827676,0.41361256544502617,0.4109947643979058,0.4109947643979058,0.418848167539267,0.41287438655967623,0.003225382311272769,36
36,0.2807319164276123,0.011232423947224764,0.04715576171875,0.0005324806321045134,4,"{1: 1, 0: 1}",poly,1,"{'C': 4, 'class_weight': {1: 1, 0: 1}, 'degree': 1, 'kernel': 'poly'}",0.8015665796344648,0.7879581151832461,0.7958115183246073,0.8089005235602095,0.7827225130890052,0.7953918499583066,0.009344090967106783,14
37,0.4275804042816162,0.0009428086151353827,0.09090104103088378,0.00022697466762118833,4,"{1: 1, 0: 1}",poly,2,"{'C': 4, 'class_weight': {1: 1, 0: 1}, 'degree': 2, 'kernel': 'poly'}",0.8459530026109661,0.7958115183246073,0.774869109947644,0.8010471204188482,0.7879581151832461,0.8011277732970623,0.02408537959259045,9
38,0.43280396461486814,0.0032924905931132763,0.09523143768310546,0.0011855158722562005,4,"{1: 1, 0: 1}",poly,3,"{'C': 4, 'class_weight': {1: 1, 0: 1}, 'degree': 3, 'kernel': 'poly'}",0.8172323759791122,0.7853403141361257,0.8089005235602095,0.8219895287958116,0.8036649214659686,0.8074255327874456,0.012746441317365454,4
39,0.4305095195770264,0.0008339312262953712,0.09561147689819335,0.0004099408068886653,4,"{1: 1, 0: 1}",poly,4,"{'C': 4, 'class_weight': {1: 1, 0: 1}, 'degree': 4, 'kernel': 'poly'}",0.6997389033942559,0.6178010471204188,0.6230366492146597,0.7408376963350786,0.6701570680628273,0.6703142728254481,0.046545030731964566,28
